City Name,Type,Name,Price,Price Level,Rating,Review Number,Web Link
Chiang Mai,Tourism,Chiang Rai Small-Group Tour from,62.5,,4.5,93,https://www.tripadvisor.com/AttractionProductReview-g293917-d11480503-Chiang_Rai_Day_Trip_from_Chiang_Mai_City-Chiang_Mai.html
Chiang Mai,Tourism,Whitewater Rafting Adventure in,98.7,,5,21,
Chiang Mai,Tourism,Inthanon Small-Group Day Trip from,62.5,,5,9,
Chiang Mai,Tourism,Jungle Ziplining Adventure from,140.9,,5,1,
Chiang Mai,Tourism,Doi Inthanon Private Tour with Trek,123.75,,5,20,
Chiang Mai,Tourism,Chiang Mai Night Private Tour,64.92,,4.5,23,
Chiang Mai,Tourism,"Chiang Mai Tour: Zipline, Rafting",144.8,,4.5,10,
Chiang Mai,Tourism,Chiang Rai Temples Private Tour from,129.5,,4.5,11,
Chiang Mai,Tourism,Chiang Mai Small-Group Cultural Tour,83.4,,5,20,
Chiang Mai,Tourism,Private Tour: Full-Day Authentic Hill,106.9,,4.5,15,
Chiang Mai,Tourism,Half-Day Doi Suthep and Temples From,58,,5,5,
Chiang Mai,Tourism,Chiang Mai 4-Night Tour: Palong,177.7,,5,9,
Chiang Mai,Tourism,Doi Inthanon Private Tour with Trek,123.75,,5,20,
Chiang Mai,Tourism,Doi Suthep Full-Day Trek from Chiang,72.4,,5,15,
Chiang Mai,Tourism,"Chiang Mai Tour: Zipline, Rafting",144.8,,4.5,10,
Chiang Mai,Tourism,Chiang Mai Tour with Tea Plantation,123,,5,2,
Chiang Mai,Tourism,Chiang Rai Small-Group Tour from,62.5,,4.5,93,https://www.tripadvisor.com/AttractionProductReview-g293917-d11480503-Chiang_Rai_Day_Trip_from_Chiang_Mai_City-Chiang_Mai.html
Chiang Mai,Tourism,4-Hour Doi Suthep and Temples Tour,58,,5,6,
Chiang Mai,Tourism,Half-Day City Temples Tour of Chiang,44,,3.5,4,
Chiang Mai,Tourism,Private Tour: City and Temples of,29.2,,3.5,3,
Chiang Mai,Tourism,Chiang Mai Small-Group Cultural Tour,83.4,,5,20,
Chiang Mai,Tourism,Half-Day Chiang Mai City and Temples,42.5,,5,2,
Chiang Mai,Tourism,Alms and Wat Phra That Doi Suthep,65,,5,2,
Chiang Mai,Tourism,Mae Ping River Boat Ride from Chiang,17.5,,4.5,7,
Chiang Mai,Restaurant,David's Kitchen,,$$$$,5,"3,495",https://www.tripadvisor.com/Restaurant_Review-g293917-d5960089-Reviews-David_s_Kitchen-Chiang_Mai.html
Chiang Mai,Restaurant,The Service 1921 Restaurant & Bar,,$$$$,4.5,755,https://www.tripadvisor.com/Restaurant_Review-g293917-d8006332-Reviews-The_Service_1921_Restaurant_Bar-Chiang_Mai.html
Chiang Mai,Restaurant,Favola at Le Meridien,,$$$$,4.5,496,https://www.tripadvisor.com/Restaurant_Review-g293917-d1223588-Reviews-Favola_at_Le_Meridien-Chiang_Mai.html
Chiang Mai,Restaurant,Le Grand Lanna,,$$$$,4.5,258,https://www.tripadvisor.com/Restaurant_Review-g293917-d877488-Reviews-Le_Grand_Lanna-Chiang_Mai.html
Chiang Mai,Restaurant,Tikky Cafe,,$,4.5,680,https://www.tripadvisor.com/Restaurant_Review-g293917-d4887867-Reviews-Tikky_Cafe-Chiang_Mai.html
Chiang Mai,Restaurant,Cooking Love,,$,4.5,"2,705",https://www.tripadvisor.com/Restaurant_Review-g293917-d4743352-Reviews-Cooking_Love-Chiang_Mai.html
Chiang Mai,Restaurant,Paak Dang Riverside Dining,,$$ - $$$,4.5,"1,180",https://www.tripadvisor.com/Restaurant_Review-g293917-d2540161-Reviews-Paak_Dang_Riverside_Dining-Chiang_Mai.html
Chiang Mai,Restaurant,Kat's Kitchen,,$,4.5,348,https://www.tripadvisor.com/Restaurant_Review-g293917-d8351790-Reviews-Kat_s_Kitchen-Chiang_Mai.html
Chiang Mai,Restaurant,Sababa Israeli Restaurant,,$$ - $$$,5,"1,207",https://www.tripadvisor.com/Restaurant_Review-g293917-d6459327-Reviews-Sababa_Israeli_Restaurant-Chiang_Mai.html
Chiang Mai,Restaurant,The Hideout,,$$ - $$$,5,"1,235",https://www.tripadvisor.com/Restaurant_Review-g293917-d5121428-Reviews-The_Hideout-Chiang_Mai.html
Chiang Mai,Restaurant,Eat Is Life,,$$ - $$$,4.5,657,https://www.tripadvisor.com/Restaurant_Review-g293917-d10515487-Reviews-Eat_Is_Life-Chiang_Mai.html
Chiang Mai,Restaurant,Tanita Coffee House,,$$ - $$$,4.5,355,https://www.tripadvisor.com/Restaurant_Review-g293917-d6613140-Reviews-Tanita_Coffee_House-Chiang_Mai.html
Chiang Mai,Restaurant,Rosy-Cheeks,,$,5,109,https://www.tripadvisor.com/Restaurant_Review-g293917-d11872721-Reviews-Rosy_Cheeks-Chiang_Mai.html
Chiang Mai,Restaurant,Tikky Cafe,,$,4.5,680,https://www.tripadvisor.com/Restaurant_Review-g293917-d4887867-Reviews-Tikky_Cafe-Chiang_Mai.html
Chiang Mai,Restaurant,Bagel House Cafe & Bakery,,$,4.5,427,https://www.tripadvisor.com/Restaurant_Review-g293917-d3784973-Reviews-Bagel_House_Cafe_Bakery-Chiang_Mai.html
Chiang Mai,Restaurant,Cooking Love,,$,4.5,"2,705",https://www.tripadvisor.com/Restaurant_Review-g293917-d4743352-Reviews-Cooking_Love-Chiang_Mai.html
Chiang Mai,Restaurant,The Hideout,,$$ - $$$,5,"1,235",https://www.tripadvisor.com/Restaurant_Review-g293917-d5121428-Reviews-The_Hideout-Chiang_Mai.html
Chiang Mai,Restaurant,Tanita Coffee House,,$$ - $$$,4.5,355,https://www.tripadvisor.com/Restaurant_Review-g293917-d6613140-Reviews-Tanita_Coffee_House-Chiang_Mai.html
Chiang Mai,Restaurant,Taa-Peng-Cat,,$,4.5,385,https://www.tripadvisor.com/Restaurant_Review-g293917-d3795108-Reviews-Taa_Peng_Cat-Chiang_Mai.html
Chiang Mai,Restaurant,Cafe Arte,,$,5,126,https://www.tripadvisor.com/Restaurant_Review-g293917-d7262599-Reviews-Cafe_Arte-Chiang_Mai.html
Colombo,Tourism,Shore Excursion Colombo Port Terminal,7,,,,
Colombo,Tourism,Private Kandy Day Tour from Colombo,20,,5,1,
Colombo,Tourism,HALF DAY PRIVATE CUSTOM COLOMBO CITY,9,,5,1,
Colombo,Tourism,Private Street Food Tour of Colombo,16.4,,,,
Colombo,Tourism,Sigiriya Rock Fortress and Cave,90,,4.5,35,https://www.tripadvisor.com/AttractionProductReview-g293962-d11456132-Sigiriya_Rock_Fortress_and_Cave_Temples_Private_Day_Trip-Colombo_Western_Province.html
Colombo,Tourism,4-Day Essence of Sri Lanka Tour,420,,4.5,3,
Colombo,Tourism,The Last Kingdom Private Day Tour in,60,,4,16,
Colombo,Tourism,10-Night Sri Lanka UNESCO Heritage,"1,345.00",,,,
Colombo,Restaurant,The Lagoon,,$$$$,4.5,"1,411",https://www.tripadvisor.com/Restaurant_Review-g293962-d1007094-Reviews-The_Lagoon-Colombo_Western_Province.html
Colombo,Restaurant,The London Grill,,$$$$,4.5,263,https://www.tripadvisor.com/Restaurant_Review-g293962-d2458789-Reviews-The_London_Grill-Colombo_Western_Province.html
Colombo,Restaurant,Tintagel Colombo - Paradise Road,,$$$$,4.5,227,https://www.tripadvisor.com/Restaurant_Review-g293962-d2667381-Reviews-Tintagel_Colombo_Paradise_Road-Colombo_Western_Province.html
Colombo,Restaurant,Paradise Road the Gallery Cafe,,$$$$,4.5,"1,933",https://www.tripadvisor.com/Restaurant_Review-g293962-d802748-Reviews-Paradise_Road_the_Gallery_Cafe-Colombo_Western_Province.html
Colombo,Restaurant,Nuga Gama at Cinnamon Grand Colombo,,$$ - $$$,4.5,646,https://www.tripadvisor.com/Restaurant_Review-g293962-d3267177-Reviews-Nuga_Gama_at_Cinnamon_Grand_Colombo-Colombo_Western_Province.html
Colombo,Restaurant,Seafood Cove,,$$ - $$$,4.5,319,https://www.tripadvisor.com/Restaurant_Review-g293962-d1133608-Reviews-Seafood_Cove-Colombo_Western_Province.html
Colombo,Restaurant,Isso,,$$ - $$$,4.5,228,https://www.tripadvisor.com/Restaurant_Review-g293962-d10157533-Reviews-Isso-Colombo_Western_Province.html
Colombo,Restaurant,Upali's,,$$ - $$$,4,890,https://www.tripadvisor.com/Restaurant_Review-g293962-d5986538-Reviews-Upali_s-Colombo_Western_Province.html
Colombo,Restaurant,Tao,,$$ - $$$,4.5,269,https://www.tripadvisor.com/Restaurant_Review-g293962-d6495691-Reviews-Tao-Colombo_Western_Province.html
Colombo,Restaurant,Breeze Bar,,$$ - $$$,4.5,146,https://www.tripadvisor.com/Restaurant_Review-g293962-d3443384-Reviews-Breeze_Bar-Colombo_Western_Province.html
Colombo,Restaurant,Table One,,$$ - $$$,4.5,174,https://www.tripadvisor.com/Restaurant_Review-g293962-d13148338-Reviews-Table_One-Colombo_Western_Province.html
Colombo,Restaurant,Ikoi Tei,,$$ - $$$,4.5,336,https://www.tripadvisor.com/Restaurant_Review-g293962-d9561665-Reviews-Ikoi_Tei-Colombo_Western_Province.html
Colombo,Restaurant,Momo's by Ruvi,,$,4.5,44,https://www.tripadvisor.com/Restaurant_Review-g293962-d12332905-Reviews-Momo_s_by_Ruvi-Colombo_Western_Province.html
Colombo,Restaurant,Burgers king,,$,4,235,https://www.tripadvisor.com/Restaurant_Review-g293962-d2388764-Reviews-Burgers_king-Colombo_Western_Province.html
Colombo,Restaurant,Hotel De Pilawoos,,$,4,229,https://www.tripadvisor.com/Restaurant_Review-g293962-d1051312-Reviews-Hotel_De_Pilawoos-Colombo_Western_Province.html
Colombo,Restaurant,Curry Pot,,$,4.5,42,https://www.tripadvisor.com/Restaurant_Review-g293962-d9765787-Reviews-Curry_Pot-Colombo_Western_Province.html
Colombo,Restaurant,Table One,,$$ - $$$,4.5,174,https://www.tripadvisor.com/Restaurant_Review-g293962-d13148338-Reviews-Table_One-Colombo_Western_Province.html
Colombo,Restaurant,Graze Kitchen,,$$ - $$$,4.5,220,https://www.tripadvisor.com/Restaurant_Review-g293962-d11667290-Reviews-Graze_Kitchen-Colombo_Western_Province.html
Colombo,Restaurant,The Dining room at Cinnamon Lakeside Colombo,,$$ - $$$,4.5,209,https://www.tripadvisor.com/Restaurant_Review-g293962-d2424872-Reviews-The_Dining_room_at_Cinnamon_Lakeside_Colombo-Colombo_Western_Province.html
Colombo,Restaurant,Taprobane,,$$ - $$$,4.5,381,https://www.tripadvisor.com/Restaurant_Review-g293962-d2432178-Reviews-Taprobane-Colombo_Western_Province.html
Guangzhou,Tourism,Guangzhou (Canton) China Day Trip,228.5,,4,356,
Guangzhou,Tourism,Private Tour: Macau Day Trip from,279,,5,6,
Guangzhou,Tourism,Guangzhou Highlights Small-Group Day,99,,5,1,
Guangzhou,Tourism,Private Tour: Historic Guangzhou Day,269,,5,2,
Guangzhou,Restaurant,Westin Guangzhou HongMian Chinese Restaurant,,$$$$,5,96,https://www.tripadvisor.com/Restaurant_Review-g298555-d3512817-Reviews-Westin_Guangzhou_HongMian_Chinese_Restaurant-Guangzhou_Guangdong.html
Guangzhou,Restaurant,Le Sainte Maxime,,$$$$,4.5,111,https://www.tripadvisor.com/Restaurant_Review-g298555-d7137235-Reviews-Le_Sainte_Maxime-Guangzhou_Guangdong.html
Guangzhou,Restaurant,Prego,,$$$$,4.5,132,https://www.tripadvisor.com/Restaurant_Review-g298555-d1073149-Reviews-Prego-Guangzhou_Guangdong.html
Guangzhou,Restaurant,Wilber's,,$$$$,4.5,125,https://www.tripadvisor.com/Restaurant_Review-g298555-d1817351-Reviews-Wilber_s-Guangzhou_Guangdong.html
Guangzhou,Restaurant,The Kitchen Table (Guangzhou W Hotel),,$$ - $$$,5,340,https://www.tripadvisor.com/Restaurant_Review-g298555-d7333002-Reviews-The_Kitchen_Table_Guangzhou_W_Hotel-Guangzhou_Guangdong.html
Guangzhou,Restaurant,Bingsheng Pinwei Restaurant (Tianhe),,$$ - $$$,4,118,https://www.tripadvisor.com/Restaurant_Review-g298555-d1116909-Reviews-Bingsheng_Pinwei_Restaurant_Tianhe-Guangzhou_Guangdong.html
Guangzhou,Restaurant,Guangzhou Restaurant,,$$ - $$$,4,248,https://www.tripadvisor.com/Restaurant_Review-g298555-d2177844-Reviews-Guangzhou_Restaurant-Guangzhou_Guangdong.html
Guangzhou,Restaurant,Bingsheng Pinwei Restaurant (Haiyin),,$$ - $$$,4,34,https://www.tripadvisor.com/Restaurant_Review-g298555-d1418921-Reviews-Bingsheng_Pinwei_Restaurant_Haiyin-Guangzhou_Guangdong.html
Guangzhou,Restaurant,Tiger Prawn (Huifudong Road),,$$ - $$$,4.5,457,https://www.tripadvisor.com/Restaurant_Review-g298555-d1625162-Reviews-Tiger_Prawn_Huifudong_Road-Guangzhou_Guangdong.html
Guangzhou,Restaurant,Social&Co,,$$ - $$$,4.5,249,https://www.tripadvisor.com/Restaurant_Review-g298555-d6378094-Reviews-Social_Co-Guangzhou_Guangdong.html
Guangzhou,Restaurant,Sultan Restaurant Guangzhou,,$$ - $$$,4.5,519,https://www.tripadvisor.com/Restaurant_Review-g298555-d1006324-Reviews-Sultan_Restaurant_Guangzhou-Guangzhou_Guangdong.html
Guangzhou,Restaurant,Orient Express French restaurant,,$$ - $$$,4.5,211,https://www.tripadvisor.com/Restaurant_Review-g298555-d2142393-Reviews-Orient_Express_French_restaurant-Guangzhou_Guangdong.html
Guangzhou,Restaurant,Enzo&Max - Authentic French Crepes,,$,5,32,https://www.tripadvisor.com/Restaurant_Review-g298555-d12170378-Reviews-Enzo_Max_Authentic_French_Crepes-Guangzhou_Guangdong.html
Guangzhou,Restaurant,Chicken Express,,$,4.5,146,https://www.tripadvisor.com/Restaurant_Review-g298555-d4309516-Reviews-Chicken_Express-Guangzhou_Guangdong.html
Guangzhou,Restaurant,Yin Ji ChangFen Dian (Hui Fu East Road),,$,4.5,48,https://www.tripadvisor.com/Restaurant_Review-g298555-d3503948-Reviews-Yin_Ji_ChangFen_Dian_Hui_Fu_East_Road-Guangzhou_Guangdong.html
Guangzhou,Restaurant,Chay Hana Turkish Restaurant,,$,5,23,https://www.tripadvisor.com/Restaurant_Review-g298555-d10772028-Reviews-Chay_Hana_Turkish_Restaurant-Guangzhou_Guangdong.html
Guangzhou,Restaurant,Westin Guangzhou Seasonal Tastes Restaurant,,International,5,64,https://www.tripadvisor.com/Restaurant_Review-g298555-d3512387-Reviews-Westin_Guangzhou_Seasonal_Tastes_Restaurant-Guangzhou_Guangdong.html
Guangzhou,Restaurant,Starbucks (ShaMian),,$$ - $$$,4.5,205,https://www.tripadvisor.com/Restaurant_Review-g298555-d3503326-Reviews-Starbucks_ShaMian-Guangzhou_Guangdong.html
Guangzhou,Restaurant,City Bistro Guangzhou Marriott Hotel Tianhe,,$$$$,4.5,52,https://www.tripadvisor.com/Restaurant_Review-g298555-d8610250-Reviews-City_Bistro_Guangzhou_Marriott_Hotel_Tianhe-Guangzhou_Guangdong.html
Guangzhou,Restaurant,Dian Dou De (Ju FuLou),,$$ - $$$,4.5,123,https://www.tripadvisor.com/Restaurant_Review-g298555-d6214488-Reviews-Dian_Dou_De_Ju_FuLou-Guangzhou_Guangdong.html
Hangzhou,Tourism,Hangzhou Sightseeing Private Full-Day,85,,5,40,
Hangzhou,Tourism,Hangzhou City Tour: West Lake Cruise,58.49,,4,8,
Hangzhou,Tourism,Hangzhou Tour with Boat Ride and Lunch,82,,5,17,
Hangzhou,Tourism,Cultural Hangzhou Day Tour: Leifeng,117,,,,
Hangzhou,Tourism,Private Hangzhou Day Trip from,99,,4.5,14,
Hangzhou,Tourism,Hangzhou Private Tour from Shanghai,130.81,,5,12,
Hangzhou,Tourism,Private Tour: Hangzhou Tea Culture,65,,5,8,
Hangzhou,Tourism,Private Day Trip to Hangzhou and,128,,5,4,
Hangzhou,Tourism,Private Hangzhou Day Trip from,99,,4.5,14,
Hangzhou,Tourism,Hangzhou Private Tour from Shanghai,130.81,,5,12,
Hangzhou,Tourism,Private Tour: Hangzhou Tea Culture,65,,5,8,
Hangzhou,Tourism,Private Day Trip to Hangzhou and,128,,5,4,
Hangzhou,Restaurant,Jin Sha (Four Seasons Hotel Hangzhou at West Lake),,$$$$,4.5,158,https://www.tripadvisor.com/Restaurant_Review-g298559-d2091009-Reviews-Jin_Sha_Four_Seasons_Hotel_Hangzhou_at_West_Lake-Hangzhou_Zhejiang.html
Hangzhou,Restaurant,"Lanting Chinese Restaurant (The Azure Qiantang, a Luxury Collection Hotel, Hangzhou)",,$$$$,5,66,https://www.tripadvisor.com/Restaurant_Review-g298559-d12415895-Reviews-Lanting_Chinese_Restaurant_The_Azure_Qiantang_a_Luxury_Collection_Hotel_Hangzhou.html
Hangzhou,Restaurant,28 Hubin Road,,$$$$,4.5,173,https://www.tripadvisor.com/Restaurant_Review-g298559-d2391121-Reviews-28_Hubin_Road-Hangzhou_Zhejiang.html
Hangzhou,Restaurant,Gui Yu ShanFang GaoJi Restaurant,,$$$$,5,23,https://www.tripadvisor.com/Restaurant_Review-g298559-d3402150-Reviews-Gui_Yu_ShanFang_GaoJi_Restaurant-Hangzhou_Zhejiang.html
Hangzhou,Restaurant,Panorama Signature Restaurant & Bar,,$$ - $$$,5,77,https://www.tripadvisor.com/Restaurant_Review-g298559-d12680377-Reviews-Panorama_Signature_Restaurant_Bar-Hangzhou_Zhejiang.html
Hangzhou,Restaurant,The Grandma's Restaurant (Wai Po Jia),,$$ - $$$,4,209,https://www.tripadvisor.com/Restaurant_Review-g298559-d1573998-Reviews-The_Grandma_s_Restaurant_Wai_Po_Jia-Hangzhou_Zhejiang.html
Hangzhou,Restaurant,Grandma's Restaurant(Hubin),,$$ - $$$,4,312,https://www.tripadvisor.com/Restaurant_Review-g298559-d3394298-Reviews-Grandma_s_Restaurant_Hubin-Hangzhou_Zhejiang.html
Hangzhou,Restaurant,Lou WaiLou (GuShan Road),,$$ - $$$,3.5,259,https://www.tripadvisor.com/Restaurant_Review-g298559-d1597639-Reviews-Lou_WaiLou_GuShan_Road-Hangzhou_Zhejiang.html
Hangzhou,Restaurant,Asia Bistro,,$$ - $$$,5,76,https://www.tripadvisor.com/Restaurant_Review-g298559-d3401063-Reviews-Asia_Bistro-Hangzhou_Zhejiang.html
Hangzhou,Restaurant,LvCha (LongJing Road),,$$ - $$$,4,199,https://www.tripadvisor.com/Restaurant_Review-g298559-d1588190-Reviews-LvCha_LongJing_Road-Hangzhou_Zhejiang.html
Hangzhou,Restaurant,Sawasdee Thai Restaurant,,$$ - $$$,4.5,143,https://www.tripadvisor.com/Restaurant_Review-g298559-d2516693-Reviews-Sawasdee_Thai_Restaurant-Hangzhou_Zhejiang.html
Hangzhou,Restaurant,Haidilao Hot Pot (Yong Jin Plaza),,$$ - $$$,4.5,61,https://www.tripadvisor.com/Restaurant_Review-g298559-d3401614-Reviews-Haidilao_Hot_Pot_Yong_Jin_Plaza-Hangzhou_Zhejiang.html
Hangzhou,Restaurant,XinFeng XiaoChi (QingChun),,$,4.5,29,https://www.tripadvisor.com/Restaurant_Review-g298559-d3402985-Reviews-XinFeng_XiaoChi_QingChun-Hangzhou_Zhejiang.html
Hangzhou,Restaurant,LvCha (XiHu Yin Tai),,$,4.5,24,https://www.tripadvisor.com/Restaurant_Review-g298559-d4675105-Reviews-LvCha_XiHu_Yin_Tai-Hangzhou_Zhejiang.html
Hangzhou,Restaurant,BaiLu Restaurant (LongYou Road),,$,4,31,https://www.tripadvisor.com/Restaurant_Review-g298559-d3402943-Reviews-BaiLu_Restaurant_LongYou_Road-Hangzhou_Zhejiang.html
Hangzhou,Restaurant,HangZhou BaiLu Restaurant (ZhongShan North Road),,$,4,27,https://www.tripadvisor.com/Restaurant_Review-g298559-d1655023-Reviews-HangZhou_BaiLu_Restaurant_ZhongShan_North_Road-Hangzhou_Zhejiang.html
Hangzhou,Restaurant,Hang Zhou Cafe Courtyard Hangzhou Qianjiang,,$$ - $$$,5,29,https://www.tripadvisor.com/Restaurant_Review-g298559-d10256535-Reviews-Hang_Zhou_Cafe_Courtyard_Hangzhou_Qianjiang-Hangzhou_Zhejiang.html
Hangzhou,Restaurant,CITY BISTRO,,$$ - $$$,5,28,https://www.tripadvisor.com/Restaurant_Review-g298559-d10430603-Reviews-CITY_BISTRO-Hangzhou_Zhejiang.html
Hangzhou,Restaurant,WL Bistro (Four Seasons Hotel Hangzhou at West Lake),,$$$$,4.5,31,https://www.tripadvisor.com/Restaurant_Review-g298559-d3402330-Reviews-WL_Bistro_Four_Seasons_Hotel_Hangzhou_at_West_Lake-Hangzhou_Zhejiang.html
Hangzhou,Restaurant,Myth cafe(Uneed),,$$ - $$$,4.5,24,https://www.tripadvisor.com/Restaurant_Review-g298559-d8375924-Reviews-Myth_cafe_Uneed-Hangzhou_Zhejiang.html
Hanoi,Tourism,Full Day Halong Bay Islands and Cave,43,,4.5,123,
Hanoi,Tourism,Halong Bay Full-Day Trip,43,,4.5,63,
Hanoi,Tourism,Hoa Lu and Tam Coc Biking and Boat,32,,4.5,31,
Hanoi,Tourism,Full-Day Tour to Hoa Lu and Tam Coc,42,,4.5,37,
Hanoi,Tourism,2-Day Oriental Sails Junk Cruise of,130,,4.5,45,
Hanoi,Tourism,3-Day Halong Bay Cruise and Cat Ba,206,,4.5,20,
Hanoi,Tourism,Hanoi Street Food Walking Tour,30,,5,212,
Hanoi,Tourism,Halong Bay Small Group Tour with,100,,4.5,232,
Hanoi,Tourism,2-Day Halong Bay Overnight Cruise,133,,4.5,18,https://www.tripadvisor.com/AttractionProductReview-g293923-d11472489-2_Day_Halong_Bay_Overnight_Cruise_from_Hanoi-Halong_Bay_Quang_Ninh_Province.html
Hanoi,Tourism,Full Day Halong Bay Islands and Cave,43,,4.5,123,
Hanoi,Tourism,Halong Bay from Hanoi Private Deluxe,69.32,,4.5,25,
Hanoi,Tourism,Halong Bay Day Trip from Hanoi,48,,4,20,
Hanoi,Tourism,Halong Bay Small Group Tour with,100,,4.5,232,
Hanoi,Tourism,Halong Bay Day Cruise from Hanoi,46,,4.5,16,
Hanoi,Tourism,Halong Bay Day Trip from Hanoi,48,,4,20,
Hanoi,Tourism,Halong Bay from Hanoi Private Deluxe,69.32,,4.5,25,
Hanoi,Tourism,3-Day Halong Bay Cruise and Cat Ba,206,,4.5,20,
Hanoi,Tourism,Halong Bay 3-Day Junk Boat Cruise,512.5,,4.5,13,
Hanoi,Tourism,Halong Bay Overnight Junk Boat Cruise,331.25,,4.5,59,
Hanoi,Tourism,Halong Bay 2-Day Luxury Cruise with,217,,4.5,19,
Hanoi,Tourism,Hanoi Street Food Walking Tour,30,,5,212,
Hanoi,Tourism,Small-Group Hanoi Street Food Tour,28,,5,119,
Hanoi,Tourism,Private Street Food Tour with Expert,19,,5,52,
Hanoi,Tourism,Hanoi Food on Foot: Walking Tour of,20,,4.5,18,
Hanoi,Tourism,Water Puppet Entrance Tickets with,11,,4.5,65,
Hanoi,Tourism,Private Evening Cyclo Tour in Hanoi,58,,5,2,
Hanoi,Tourism,Water Puppet Show and Old Quarter,32,,4.5,11,
Hanoi,Tourism,Hanoi Cyclo City Tour with Water,39,,4,6,
Hanoi,Tourism,Hoa Lu and Tam Coc Biking and Boat,32,,4.5,31,
Hanoi,Tourism,North Vietnam Countryside Bike and,75,,4.5,58,
Hanoi,Tourism,Small-Group Hanoi Countryside,38,,4.5,40,
Hanoi,Tourism,Hanoi Cyclo and Walking Small Group,36,,5,28,
Hanoi,Tourism,3-Day Halong Bay Cruise and Cat Ba,206,,4.5,20,
Hanoi,Tourism,3-Day Ba Be Lake and Ban Gioc,279,,5,17,
Hanoi,Tourism,"Sapa, Muong Hoa Valley 3-Day Trek and",128,,4,4,
Hanoi,Tourism,2-Day Mai Chau Adventure from Hanoi,95,,5,1,
Hanoi,Tourism,Hoa Lu and Tam Coc Biking and Boat,32,,4.5,31,
Hanoi,Tourism,North Vietnam Countryside Bike and,75,,4.5,58,
Hanoi,Tourism,Small-Group Hanoi Countryside,38,,4.5,40,
Hanoi,Tourism,Hanoi Cyclo and Walking Small Group,36,,5,28,
Hanoi,Tourism,Water Puppet Entrance Tickets with,11,,4.5,65,
Hanoi,Tourism,Private Evening Cyclo Tour in Hanoi,58,,5,2,
Hanoi,Tourism,Water Puppet Show and Old Quarter,32,,4.5,11,
Hanoi,Tourism,Hanoi Cyclo City Tour with Water,39,,4,6,
Hanoi,Restaurant,Red Bean Central Restaurant,,$$$$,5,100,https://www.tripadvisor.com/Restaurant_Review-g293924-d13108653-Reviews-Red_Bean_Central_Restaurant-Hanoi.html
Hanoi,Restaurant,French Grill,,$$$$,5,720,https://www.tripadvisor.com/Restaurant_Review-g293924-d5259465-Reviews-French_Grill-Hanoi.html
Hanoi,Restaurant,Marvel Restaurant,,$$$$,4.5,333,https://www.tripadvisor.com/Restaurant_Review-g293924-d12231278-Reviews-Marvel_Restaurant-Hanoi.html
Hanoi,Restaurant,Grill 63,,$$$$,5,182,https://www.tripadvisor.com/Restaurant_Review-g293924-d7275987-Reviews-Grill_63-Hanoi.html
Hanoi,Restaurant,Duong's Restaurant & Cooking Class,,$$ - $$$,5,"1,216",https://www.tripadvisor.com/Restaurant_Review-g293924-d11729286-Reviews-Duong_s_Restaurant_Cooking_Class-Hanoi.html
Hanoi,Restaurant,The Hung Snake Restaurant,,$$ - $$$,5,539,https://www.tripadvisor.com/Restaurant_Review-g293924-d4587353-Reviews-The_Hung_Snake_Restaurant-Hanoi.html
Hanoi,Restaurant,Hong Hoai's Restaurant,,$,5,593,https://www.tripadvisor.com/Restaurant_Review-g293924-d12793763-Reviews-Hong_Hoai_s_Restaurant-Hanoi.html
Hanoi,Restaurant,Duong's 2 Restaurant & Cooking Class,,$$ - $$$,5,369,https://www.tripadvisor.com/Restaurant_Review-g293924-d12593669-Reviews-Duong_s_2_Restaurant_Cooking_Class-Hanoi.html
Hanoi,Restaurant,JW Cafe,,$$ - $$$,5,"1,011",https://www.tripadvisor.com/Restaurant_Review-g293924-d5498587-Reviews-JW_Cafe-Hanoi.html
Hanoi,Restaurant,Serene Cuisine Restaurant,,$$ - $$$,5,70,https://www.tripadvisor.com/Restaurant_Review-g293924-d12586476-Reviews-Serene_Cuisine_Restaurant-Hanoi.html
Hanoi,Restaurant,Red Bean Restaurant,,$$ - $$$,4.5,"1,789",https://www.tripadvisor.com/Restaurant_Review-g293924-d7350728-Reviews-Red_Bean_Restaurant-Hanoi.html
Hanoi,Restaurant,Gia Ngu Restaurant,,$$ - $$$,4.5,"1,212",https://www.tripadvisor.com/Restaurant_Review-g293924-d7103885-Reviews-Gia_Ngu_Restaurant-Hanoi.html
Hanoi,Restaurant,Hong Hoai's Restaurant,,$,5,593,https://www.tripadvisor.com/Restaurant_Review-g293924-d12793763-Reviews-Hong_Hoai_s_Restaurant-Hanoi.html
Hanoi,Restaurant,Kebab & Co,,$,5,295,https://www.tripadvisor.com/Restaurant_Review-g293924-d12907802-Reviews-Kebab_Co-Hanoi.html
Hanoi,Restaurant,Garden House Restaurant,,$,4.5,602,https://www.tripadvisor.com/Restaurant_Review-g293924-d12357613-Reviews-Garden_House_Restaurant-Hanoi.html
Hanoi,Restaurant,Green Farm Restaurant,,$,4.5,736,https://www.tripadvisor.com/Restaurant_Review-g293924-d12504250-Reviews-Green_Farm_Restaurant-Hanoi.html
Hanoi,Restaurant,Emm's Cafe Bistro,,$$ - $$$,5,124,https://www.tripadvisor.com/Restaurant_Review-g293924-d10375733-Reviews-Emm_s_Cafe_Bistro-Hanoi.html
Hanoi,Restaurant,Red Bean Central Restaurant,,$$$$,5,100,https://www.tripadvisor.com/Restaurant_Review-g293924-d13108653-Reviews-Red_Bean_Central_Restaurant-Hanoi.html
