City Name,Tour Name,Price ($),Rating,Review Number,Web Link
Macau,Lotus Square,12.0,4.4,311,http://you.ctrip.com/sight/macau39/26484.html
Macau,Aoqiao Bridge,318.24,4.5,159,http://you.ctrip.com/sight/macau39/1678441.html
Hulunbeier,Hulunbeier Prairie,30.08,4.7,936,http://you.ctrip.com/sight/hulunbeier458/16020.html
Hulunbeier,Teng Luong wet place,30.08,4.5,921,http://you.ctrip.com/sight/eerguna2026/140919.html
Hulunbeier,Manzhouli,110.08,4.6,128,http://you.ctrip.com/sight/manzhouli319/137603.html
Hulunbeier,Shi Wei,80.0,4.2,282,http://you.ctrip.com/sight/eerguna2026/70713.html
Hulunbeier,Morgle River,30.08,4.6,39,http://you.ctrip.com/sight/chenbaerhuqi1446352/1713053.html
Hulunbeier,Linjiangtun,382.08,4.5,60,http://you.ctrip.com/sight/eerguna2026/145034.html
Hulunbeier,Hulun Lake,30.08,4.1,462,http://you.ctrip.com/sight/manzhouli319/61403.html
Hulunbeier,Birch Forest Scenic Area,6.08,4.5,242,http://you.ctrip.com/sight/eerguna2026/1727588.html
Hulunbeier,Hailar,,4.7,102,http://you.ctrip.com/sight/hulunbeier458/26958.html
Hulunbeier,Ergun River,,4.3,61,http://you.ctrip.com/sight/eerguna2026/144740.html
Hulunbeier,Ergun,41.28,4.5,273,http://you.ctrip.com/sight/eerguna2026/45028.html
Hulunbeier,Enhe,80.0,4.3,153,http://you.ctrip.com/sight/eerguna2026/132378.html
Hulunbeier,Zalantun,,4.5,47,http://you.ctrip.com/sight/zhalantun2972/45042.html
Hulunbeier,Manzhouli nesting area,12.48,4.2,957,http://you.ctrip.com/sight/manzhouli319/61402.html
Hulunbeier,Manzhouli National Gate Scenic Area,12.48,4.2,1481,http://you.ctrip.com/sight/manzhouli319/61401.html
Chifeng,Yulongsha Lake,12.0,4.5,452,http://you.ctrip.com/sight/chifeng483/124771.html
Chifeng,Keshiketeng Stone Scenic Area,664.0,4.5,473,http://you.ctrip.com/sight/keshiketengqi2971/16685.html
Chifeng,Lake Darinor,664.0,4.1,398,http://you.ctrip.com/sight/keshiketengqi2971/16671.html
Chifeng,Merlin Valley Ski Resort,,4.8,86,http://you.ctrip.com/sight/chifeng483/1408330.html
Chifeng,General Paozi,73.28,4.1,86,http://you.ctrip.com/sight/wulanbutong120493/133547.html
Chifeng,Wulanbutong Grassland,26.88,4.6,231,http://you.ctrip.com/sight/chifeng483/136471.html
Chifeng,Hongshan Park,,4.3,135,http://you.ctrip.com/sight/chifeng483/16666.html
Chifeng,Gonggel Grassland,,4.5,131,http://you.ctrip.com/sight/keshiketengqi2971/16667.html
Chifeng,Hongshan Army Racecourse,26.88,4.5,124,http://you.ctrip.com/sight/wulanbutong120493/107401.html
Chifeng,Daosgou Scenic Area,12.0,4.4,152,http://you.ctrip.com/sight/ningcheng1736/140865.html
Chifeng,Dam,78.08,4.4,65,http://you.ctrip.com/sight/wulanbutong120493/134295.html
Chifeng,Ulan Bu Tung Tourist Area,26.88,4.6,392,http://you.ctrip.com/sight/wulanbutong120493/52001.html
Chifeng,Temple of God North Wutai,6.4,4.7,83,http://you.ctrip.com/sight/chifeng483/69567.html
Chifeng,Aohan Hot Springs,8.8,4.7,95,http://you.ctrip.com/sight/chifeng483/1408415.html
Chifeng,Huanggangliang National Forest Park,,4.6,87,http://you.ctrip.com/sight/keshiketengqi2971/51994.html
Leshan,Leshan Giant Buddha,14.4,4.5,3985,http://you.ctrip.com/sight/leshan103/4355.html
Leshan,Mount Emei,29.6,4.5,8183,http://you.ctrip.com/sight/emeishan24/110282.html
Leshan,Golden top,15.84,4.6,1409,http://you.ctrip.com/sight/emeishan24/4327.html
Leshan,Baoguosi,15.84,4.4,354,http://you.ctrip.com/sight/emeishan24/4324.html
Leshan,Jiayang Train,24.32,4.4,247,http://you.ctrip.com/sight/jianwei3118/107569.html
Leshan,Hongzhushan Forest Hot Spring,22.08,4.4,561,http://you.ctrip.com/sight/emeishan24/110343.html
Leshan,Leiyin Temple,,4.2,26,http://you.ctrip.com/sight/emeishan24/48959.html
Leshan,Lingxi Hot Spring,22.08,4.5,724,http://you.ctrip.com/sight/emeishan24/110342.html
Leshan,Fuhu Temple,42.56,4.4,94,http://you.ctrip.com/sight/emeishan24/4325.html
Leshan,Lingyun Temple,34.88,4.5,108,http://you.ctrip.com/sight/leshan103/49047.html
Leshan,Wannian Temple,0.08,4.5,325,http://you.ctrip.com/sight/emeishan24/4233.html
Leshan,Lei Dongping,20.64,4.4,229,http://you.ctrip.com/sight/emeishan24/4326.html
Leshan,Qingyinge,20.64,4.4,141,http://you.ctrip.com/sight/emeishan24/48962.html
Leshan,One day,20.64,4.5,122,http://you.ctrip.com/sight/emeishan24/55026.html
Leshan,Reception Hall,46.08,4.4,82,http://you.ctrip.com/sight/emeishan24/55123.html
Qianxinan,Wan Fenglin,11.2,4.6,1004,http://you.ctrip.com/sight/xingyi519/17709.html
Qianxinan,Maling River Canyon,11.2,4.6,1168,http://you.ctrip.com/sight/xingyi519/17707.html
Qianxinan,Former Residence of He Yingqin,,4.2,52,http://you.ctrip.com/sight/xingyi519/21974.html
Qianxinan,Maling River Canyon Rafting,30.24,4.3,37,http://you.ctrip.com/sight/xingyi519/128884.html
Qianxinan,Wanfeng Lake,9.6,4.3,179,http://you.ctrip.com/sight/xingyi519/21972.html
Qianxinan,Weinan Shuangrufeng Scenic Area,9.6,4.4,132,http://you.ctrip.com/sight/zhenfeng120455/136063.html
Qianxinan,Mudstone Forest,,4.4,21,http://you.ctrip.com/sight/xingyi519/17710.html
Qianxinan,24 kidnapping,,4.6,60,http://you.ctrip.com/sight/qinglong120454/1409372.html
Qianxinan,Anlong embankment,12.8,4.5,59,http://you.ctrip.com/sight/anlong2333/17708.html
Qianxinan,Liu Manor,,4.2,46,http://you.ctrip.com/sight/xingyi519/21970.html
Qianxinan,National Geopark,,4.4,20,http://you.ctrip.com/sight/xingyi519/128854.html
Qianxinan,Zhenfeng Sanhe River,11.04,4.4,31,http://you.ctrip.com/sight/zhenfeng120455/21973.html
Qianxinan,Wat Phra Kaew,,4.1,14,http://you.ctrip.com/sight/xingyi519/128836.html
Qianxinan,Beipanjiang Grand Canyon,,4.5,32,http://you.ctrip.com/sight/zhenfeng120455/1409370.html
Qianxinan,Qixiang Garden,,4.2,18,http://you.ctrip.com/sight/xingyi519/128857.html
Haixi,Tea Salt Lake,46.24,4.5,2267,http://you.ctrip.com/sight/haixi120012/11762.html
Haixi,Chalkhan Salt Lake,,4.4,185,http://you.ctrip.com/sight/geermu332/49134.html
Haixi,Qaidam Basin,220.8,4.6,67,http://you.ctrip.com/sight/geermu332/49216.html
Haixi,Kunlun Mountain Pass,79.68,4.6,167,http://you.ctrip.com/sight/geermu332/49151.html
Haixi,Golmud,,4.3,139,http://you.ctrip.com/sight/geermu332/136210.html
Haixi,Yuzhu Peak,,4.5,41,http://you.ctrip.com/sight/geermu332/65481.html
Haixi,Alien Site,846.08,3.3,116,http://you.ctrip.com/sight/delingha891/49927.html
Haixi,Topsso,,4.5,56,http://you.ctrip.com/sight/delingha891/49848.html
Haixi,Luohe,,4.5,31,http://you.ctrip.com/sight/haixi120012/147295.html
Haixi,Keluk Lake Scenic Area,104.0,4.0,148,http://you.ctrip.com/sight/delingha891/49847.html
Haixi,Xiaochaidamu Lake,,4.5,37,http://you.ctrip.com/sight/haixi120012/147182.html
Haixi,Mohe Salt Field,59.04,4.2,52,http://you.ctrip.com/sight/haixi120012/1415101.html
Haixi,Kunlun Park,,4.2,48,http://you.ctrip.com/sight/geermu332/49213.html
Haixi,Lake Erhai,,4.2,53,http://you.ctrip.com/sight/delingha891/49935.html
Haixi,Baying River,,4.6,52,http://you.ctrip.com/sight/delingha891/49851.html
Harbin,Hagia Sophia,0.48,4.6,4544,http://you.ctrip.com/sight/haerbin151/7705.html
Harbin,Central Avenue,0.16,4.7,6368,http://you.ctrip.com/sight/haerbin151/7712.html
Harbin,Harbin Ice and Snow World,47.84,4.7,23305,http://you.ctrip.com/sight/haerbin151/20017.html
Harbin,Sun Island Scenic Area,0.4,4.3,1555,http://you.ctrip.com/sight/haerbin151/7700.html
Harbin,Songhua River,15.68,4.6,1541,http://you.ctrip.com/sight/haerbin151/7715.html
Harbin,Harbin Polar Museum,23.2,4.7,3763,http://you.ctrip.com/sight/haerbin151/48182.html
Harbin,Russian style town,14.4,4.2,667,http://you.ctrip.com/sight/haerbin151/138288.html
Harbin,Volga Manor,10.4,4.7,1524,http://you.ctrip.com/sight/haerbin151/91334.html
Harbin,Outside the old road,,4.3,260,http://you.ctrip.com/sight/haerbin151/1676129.html
Harbin,Gogol Street,,4.4,281,http://you.ctrip.com/sight/haerbin151/145532.html
Harbin,Yabuli Ski Resort,0.16,4.2,374,http://you.ctrip.com/sight/haerbin151/7701.html
Harbin,Northeast Tiger Forest Park,16.0,4.6,1585,http://you.ctrip.com/sight/haerbin151/7707.html
Harbin,Dragon Tower,22.4,4.5,1830,http://you.ctrip.com/sight/haerbin151/21089.html
Harbin,Songhua River Tourist Ropeway,7.68,4.7,2016,http://you.ctrip.com/sight/haerbin151/113617.html
Harbin,Flood Control Memorial Tower,14.08,4.3,532,http://you.ctrip.com/sight/haerbin151/7708.html
Kuala Lumpur,Petronas Twin Towers,25.44,4.6,2520,http://you.ctrip.com/sight/kualalumpur45/3500.html
Kuala Lumpur,National Mosque,1.44,4.4,971,http://you.ctrip.com/sight/kualalumpur45/8006.html
Kuala Lumpur,Kuala Lumpur Aquarium,14.08,4.3,178,http://you.ctrip.com/sight/kualalumpur45/1415964.html
Kuala Lumpur,independence Plaza,1.44,4.4,1155,http://you.ctrip.com/sight/kualalumpur45/3514.html
Kuala Lumpur,Sunway Water Park,26.56,4.7,363,http://you.ctrip.com/sight/kualalumpur45/8084.html
Kuala Lumpur,Petaling Street,1.44,4.0,964,http://you.ctrip.com/sight/kualalumpur45/136580.html
Kuala Lumpur,Genting Highlands,1.44,4.5,289,http://you.ctrip.com/sight/gentinghighlands561/138955.html
Kuala Lumpur,Sultan Adussa High Court,9.92,4.3,286,http://you.ctrip.com/sight/kualalumpur45/8101.html
Kuala Lumpur,Old State Palace,18.88,4.3,295,http://you.ctrip.com/sight/kualalumpur45/136588.html
Kuala Lumpur,Kuala Lumpur Tower,10.4,4.4,524,http://you.ctrip.com/sight/kualalumpur45/3509.html
Kuala Lumpur,Kuala Lumpur City Hall,12.64,4.3,167,http://you.ctrip.com/sight/kualalumpur45/141847.html
Kuala Lumpur,Batu Caves,1.6,4.3,442,http://you.ctrip.com/sight/selangor1083/8097.html
Kuala Lumpur,Marian Amman Indian Temple,1.44,4.4,198,http://you.ctrip.com/sight/kualalumpur45/30300.html
Kuala Lumpur,Jiamei Mosque,88.0,4.4,229,http://you.ctrip.com/sight/kualalumpur45/3504.html
Kuala Lumpur,National Museum of Malaysia,1.44,4.4,355,http://you.ctrip.com/sight/kualalumpur45/3512.html
Kyoto,Kiyomizu Temple,1.44,4.5,2646,http://you.ctrip.com/sight/kyoto430/13131.html
Kyoto,Lushan,5.6,4.5,1150,http://you.ctrip.com/sight/kyoto430/61258.html
Kyoto,Kyoto Tower,6.4,4.4,350,http://you.ctrip.com/sight/kyoto430/13130.html
Kyoto,Fushimi Inari Shrine,1.44,4.6,1541,http://you.ctrip.com/sight/kyoto430/110500.html
Kyoto,Toei Taiqin Movie Village,19.52,4.5,64,http://you.ctrip.com/sight/kyoto430/66077.html
Kyoto,Golden Pavilion Temple,6.24,4.5,2145,http://you.ctrip.com/sight/kyoto430/13144.html
Kyoto,Garden,1.44,4.5,371,http://you.ctrip.com/sight/kyoto430/60775.html
Kyoto,Nijo Castle,0.82,4.4,1029,http://you.ctrip.com/sight/kyoto430/13125.html
Kyoto,Yasaka Shrine,1.44,4.4,655,http://you.ctrip.com/sight/kyoto430/110499.html
Kyoto,Flower Seeking Path,6.24,4.4,618,http://you.ctrip.com/sight/kyoto430/122822.html
Kyoto,Thirty-three sessions,1.28,4.4,422,http://you.ctrip.com/sight/kyoto430/13121.html
Kyoto,Three years and two years,23.84,4.4,448,http://you.ctrip.com/sight/kyoto430/74813.html
Kyoto,Takino sightseeing train,18.4,4.6,217,http://you.ctrip.com/sight/kyoto430/74747.html
Kyoto,Okamoto fabric shop kimono experience,31.68,4.5,73,http://you.ctrip.com/sight/kyoto430/30284.html
Kyoto,Kamogawa,15.84,4.4,395,http://you.ctrip.com/sight/kyoto430/110516.html
Okinawa,Okinawa Churaumi Aquarium,16.64,4.7,1288,http://you.ctrip.com/sight/motobucho60937/54091.html
Okinawa,Shuri Castle,1.44,4.4,749,http://you.ctrip.com/sight/naha57429/13435.html
Okinawa,Million Wool,1.44,4.3,1015,http://you.ctrip.com/sight/onnason60942/13447.html
Okinawa,Midori Village in Chatan-cho,1.44,4.3,252,http://you.ctrip.com/sight/chatancho60944/76519.html
Okinawa,Bo Shang Palace,1.44,4.3,225,http://you.ctrip.com/sight/naha57429/74180.html
Okinawa,International communication,15.68,4.3,1019,http://you.ctrip.com/sight/naha57429/54092.html
Okinawa,Waves above the beach,1.44,4.3,113,http://you.ctrip.com/sight/naha57429/1789424.html
Okinawa,Ocean Expo Park Dolphin Show Theater,21.44,4.6,150,http://you.ctrip.com/sight/motobucho60937/1724678.html
Okinawa,Ocean Expo Park,1.44,4.6,413,http://you.ctrip.com/sight/motobucho60937/13259.html
Okinawa,Ryukyu Village,10.24,4.3,295,http://you.ctrip.com/sight/onnason60942/62122.html
Okinawa,Okinawa world cultural kingdom,13.92,4.3,54,http://you.ctrip.com/sight/nanjo57422/1679142.html
Okinawa,Natural Sports Zoo,38.4,4.4,44,http://you.ctrip.com/sight/nago57425/1786781.html
Okinawa,Kouri Island,1.44,4.4,208,http://you.ctrip.com/sight/nakijinson60941/146906.html
Okinawa,Tokashikijima,1.44,4.7,132,http://you.ctrip.com/sight/tokashikison60960/30232.html
Okinawa,Gu Yuli Bridge,15.68,4.5,197,http://you.ctrip.com/sight/nakijinson60941/147787.html
Singapore,Universal Studios Singapore,54.24,4.8,11343,http://you.ctrip.com/sight/sentosa776/75830.html
Singapore,Sentosa Island,34.56,4.7,3992,http://you.ctrip.com/sight/singapore53/47929.html
Singapore,SEA Aquarium,26.72,4.7,4331,http://you.ctrip.com/sight/sentosa776/141369.html
Singapore,Gardens by the Bay Singapore,17.6,4.8,3951,http://you.ctrip.com/sight/singapore53/132782.html
Singapore,Singapore Flyer,24.16,4.7,1844,http://you.ctrip.com/sight/singapore53/61017.html
Singapore,Wings of Time,7.04,4.7,1558,http://you.ctrip.com/sight/singapore53/1411763.html
Singapore,Merlion like a park,22.88,4.5,1387,http://you.ctrip.com/sight/singapore53/62748.html
Singapore,Night Safari,25.28,4.5,2268,http://you.ctrip.com/sight/singapore53/25847.html
Singapore,Sentosa Skyline Slope tackle,8.8,4.8,1558,http://you.ctrip.com/sight/sentosa776/134468.html
Singapore,Singapore Zoo,19.84,4.7,4251,http://you.ctrip.com/sight/singapore53/3678.html
Singapore,Chinatown,0.8,4.2,1233,http://you.ctrip.com/sight/singapore53/19942.html
Singapore,Little India,1.92,4.2,1394,http://you.ctrip.com/sight/singapore53/19944.html
Singapore,Marina Bay,16.8,4.5,546,http://you.ctrip.com/sight/singapore53/1711506.html
Singapore,Singapore Botanic,1.92,4.5,566,http://you.ctrip.com/sight/singapore53/3672.html
Singapore,Sands Sky Garden,14.56,4.5,382,http://you.ctrip.com/sight/singapore53/1484299.html
